month,retailer_id,product,units_sold
2025-06,R0017,Cruiser Cotton Seed,42
2026-05,R0018,Callisto Herbicide,7
2026-04,R0018,Callisto Herbicide,8
2026-03,R0018,Callisto Herbicide,23
2026-01,R0018,Callisto Herbicide,38
2026-01,R0018,Callisto Herbicide,19
2025-12,R0018,Callisto Herbicide,26
2025-11,R0018,Callisto Herbicide,21
2025-10,R0018,Callisto Herbicide,16
2025-09,R0018,Callisto Herbicide,22
2025-08,R0018,Callisto Herbicide,15
2025-07,R0018,Callisto Herbicide,15
2025-06,R0018,Callisto Herbicide,10
2026-05,R0018,Force Insecticide,12
2026-04,R0018,Force Insecticide,15
2026-03,R0018,Force Insecticide,19
2026-01,R0018,Force Insecticide,28
2026-01,R0018,Force Insecticide,17
2025-12,R0018,Force Insecticide,20
2025-11,R0018,Force Insecticide,41
2025-10,R0018,Force Insecticide,30
2025-09,R0018,Force Insecticide,19
2025-08,R0018,Force Insecticide,17
2025-07,R0018,Force Insecticide,9
2025-06,R0018,Force Insecticide,14
2026-05,R0018,NK Maize Hybrid Seed,9
2026-04,R0018,NK Maize Hybrid Seed,12
2026-03,R0018,NK Maize Hybrid Seed,29
2026-01,R0018,NK Maize Hybrid Seed,28
2026-01,R0018,NK Maize Hybrid Seed,28
2025-12,R0018,NK Maize Hybrid Seed,33
2025-11,R0018,NK Maize Hybrid Seed,32
2025-10,R0018,NK Maize Hybrid Seed,20
2025-09,R0018,NK Maize Hybrid Seed,22
2025-08,R0018,NK Maize Hybrid Seed,11
2025-07,R0018,NK Maize Hybrid Seed,9
2025-06,R0018,NK Maize Hybrid Seed,15
2026-05,R0019,Callisto Herbicide,13
2026-04,R0019,Callisto Herbicide,17
2026-03,R0019,Callisto Herbicide,25
2026-01,R0019,Callisto Herbicide,19
2026-01,R0019,Callisto Herbicide,29
2025-12,R0019,Callisto Herbicide,33
2025-11,R0019,Callisto Herbicide,33
2025-10,R0019,Callisto Herbicide,36
2025-09,R0019,Callisto Herbicide,17
2025-08,R0019,Callisto Herbicide,15
2025-07,R0019,Callisto Herbicide,15
2025-06,R0019,Callisto Herbicide,21
2026-05,R0019,Force Insecticide,6
2026-04,R0019,Force Insecticide,17
2026-03,R0019,Force Insecticide,23
2026-01,R0019,Force Insecticide,36
2026-01,R0019,Force Insecticide,28
2025-12,R0019,Force Insecticide,37
2025-11,R0019,Force Insecticide,34
2025-10,R0019,Force Insecticide,16
2025-09,R0019,Force Insecticide,20
2025-08,R0019,Force Insecticide,21
2025-07,R0019,Force Insecticide,10
2025-06,R0019,Force Insecticide,16
2026-05,R0019,NK Maize Hybrid Seed,17
2026-04,R0019,NK Maize Hybrid Seed,20
2026-03,R0019,NK Maize Hybrid Seed,19
2026-01,R0019,NK Maize Hybrid Seed,36
2026-01,R0019,NK Maize Hybrid Seed,30
2025-12,R0019,NK Maize Hybrid Seed,33
2025-11,R0019,NK Maize Hybrid Seed,23
2025-10,R0019,NK Maize Hybrid Seed,23
2025-09,R0019,NK Maize Hybrid Seed,11
2025-08,R0019,NK Maize Hybrid Seed,14
2025-07,R0019,NK Maize Hybrid Seed,15
2025-06,R0019,NK Maize Hybrid Seed,10
2026-05,R0020,Amistar Top Fungicide,58
2026-04,R0020,Amistar Top Fungicide,90
2026-03,R0020,Amistar Top Fungicide,76
2026-01,R0020,Amistar Top Fungicide,142
2026-01,R0020,Amistar Top Fungicide,166
2025-12,R0020,Amistar Top Fungicide,118
2025-11,R0020,Amistar Top Fungicide,139
2025-10,R0020,Amistar Top Fungicide,118
2025-09,R0020,Amistar Top Fungicide,106
2025-08,R0020,Amistar Top Fungicide,133
2025-07,R0020,Amistar Top Fungicide,66
2025-06,R0020,Amistar Top Fungicide,55
2026-05,R0020,Karate Zeon Insecticide,46
2026-04,R0020,Karate Zeon Insecticide,114
2026-03,R0020,Karate Zeon Insecticide,99
2026-01,R0020,Karate Zeon Insecticide,148
2026-01,R0020,Karate Zeon Insecticide,148
2025-12,R0020,Karate Zeon Insecticide,91
2025-11,R0020,Karate Zeon Insecticide,164
2025-10,R0020,Karate Zeon Insecticide,109
2025-09,R0020,Karate Zeon Insecticide,88
2025-08,R0020,Karate Zeon Insecticide,67
2025-07,R0020,Karate Zeon Insecticide,55
2025-06,R0020,Karate Zeon Insecticide,53
2026-05,R0020,Cruiser Seed Treatment,51
2026-04,R0020,Cruiser Seed Treatment,88
2026-03,R0020,Cruiser Seed Treatment,97
2026-01,R0020,Cruiser Seed Treatment,102
2026-01,R0020,Cruiser Seed Treatment,160
2025-12,R0020,Cruiser Seed Treatment,144
2025-11,R0020,Cruiser Seed Treatment,131
2025-10,R0020,Cruiser Seed Treatment,115
2025-09,R0020,Cruiser Seed Treatment,80
2025-08,R0020,Cruiser Seed Treatment,80
2025-07,R0020,Cruiser Seed Treatment,67
2025-06,R0020,Cruiser Seed Treatment,66
2026-05,R0021,Tihan Insecticide,49
2026-04,R0021,Tihan Insecticide,41
2026-03,R0021,Tihan Insecticide,83
2026-01,R0021,Tihan Insecticide,75
2026-01,R0021,Tihan Insecticide,62
2025-12,R0021,Tihan Insecticide,75
2025-11,R0021,Tihan Insecticide,73
2025-10,R0021,Tihan Insecticide,86
2025-09,R0021,Tihan Insecticide,49
2025-08,R0021,Tihan Insecticide,44
2025-07,R0021,Tihan Insecticide,41
2025-06,R0021,Tihan Insecticide,56
2026-05,R0021,Polo Insecticide,54
2026-04,R0021,Polo Insecticide,59
2026-03,R0021,Polo Insecticide,42
2026-01,R0021,Polo Insecticide,71
2026-01,R0021,Polo Insecticide,90
2025-12,R0021,Polo Insecticide,92
2025-11,R0021,Polo Insecticide,75
2025-10,R0021,Polo Insecticide,100
2025-09,R0021,Polo Insecticide,56
2025-08,R0021,Polo Insecticide,67
2025-07,R0021,Polo Insecticide,52
2025-06,R0021,Polo Insecticide,29
2026-05,R0021,Cruiser Cotton Seed,24
2026-04,R0021,Cruiser Cotton Seed,42
2026-03,R0021,Cruiser Cotton Seed,49
2026-01,R0021,Cruiser Cotton Seed,73
2026-01,R0021,Cruiser Cotton Seed,56
2025-12,R0021,Cruiser Cotton Seed,54
2025-11,R0021,Cruiser Cotton Seed,106
2025-10,R0021,Cruiser Cotton Seed,100
2025-09,R0021,Cruiser Cotton Seed,80
2025-08,R0021,Cruiser Cotton Seed,88
2025-07,R0021,Cruiser Cotton Seed,34
2025-06,R0021,Cruiser Cotton Seed,50
2026-05,R0022,Tihan Insecticide,23
2026-04,R0022,Tihan Insecticide,51
2026-03,R0022,Tihan Insecticide,76
2026-01,R0022,Tihan Insecticide,70
2026-01,R0022,Tihan Insecticide,78
2025-12,R0022,Tihan Insecticide,68
2025-11,R0022,Tihan Insecticide,73
2025-10,R0022,Tihan Insecticide,48
2025-09,R0022,Tihan Insecticide,49
2025-08,R0022,Tihan Insecticide,62
2025-07,R0022,Tihan Insecticide,30
2025-06,R0022,Tihan Insecticide,30
2026-05,R0022,Polo Insecticide,31
2026-04,R0022,Polo Insecticide,27
2026-03,R0022,Polo Insecticide,51
2026-01,R0022,Polo Insecticide,61
2026-01,R0022,Polo Insecticide,40
2025-12,R0022,Polo Insecticide,62
2025-11,R0022,Polo Insecticide,98
2025-10,R0022,Polo Insecticide,60
2025-09,R0022,Polo Insecticide,45
2025-08,R0022,Polo Insecticide,29
2025-07,R0022,Polo Insecticide,25
2025-06,R0022,Polo Insecticide,26
2026-05,R0022,Cruiser Cotton Seed,35
2026-04,R0022,Cruiser Cotton Seed,54
2026-03,R0022,Cruiser Cotton Seed,52
2026-01,R0022,Cruiser Cotton Seed,83
2026-01,R0022,Cruiser Cotton Seed,47
2025-12,R0022,Cruiser Cotton Seed,77
2025-11,R0022,Cruiser Cotton Seed,68
2025-10,R0022,Cruiser Cotton Seed,47
2025-09,R0022,Cruiser Cotton Seed,53
2025-08,R0022,Cruiser Cotton Seed,42
2025-07,R0022,Cruiser Cotton Seed,36
2025-06,R0022,Cruiser Cotton Seed,22
2026-05,R0023,Tihan Insecticide,32
2026-04,R0023,Tihan Insecticide,37
2026-03,R0023,Tihan Insecticide,41
2026-01,R0023,Tihan Insecticide,84
2026-01,R0023,Tihan Insecticide,66
2025-12,R0023,Tihan Insecticide,75
2025-11,R0023,Tihan Insecticide,76
2025-10,R0023,Tihan Insecticide,77
2025-09,R0023,Tihan Insecticide,81
2025-08,R0023,Tihan Insecticide,53
2025-07,R0023,Tihan Insecticide,49
2025-06,R0023,Tihan Insecticide,36
2026-05,R0023,Polo Insecticide,59
2026-04,R0023,Polo Insecticide,43
2026-03,R0023,Polo Insecticide,61
2026-01,R0023,Polo Insecticide,101
2026-01,R0023,Polo Insecticide,64
2025-12,R0023,Polo Insecticide,73
2025-11,R0023,Polo Insecticide,66
2025-10,R0023,Polo Insecticide,54
2025-09,R0023,Polo Insecticide,60
2025-08,R0023,Polo Insecticide,30
2025-07,R0023,Polo Insecticide,30
2025-06,R0023,Polo Insecticide,24
2026-05,R0023,Cruiser Cotton Seed,58
2026-04,R0023,Cruiser Cotton Seed,34
2026-03,R0023,Cruiser Cotton Seed,55
2026-01,R0023,Cruiser Cotton Seed,52
2026-01,R0023,Cruiser Cotton Seed,65
2025-12,R0023,Cruiser Cotton Seed,101
2025-11,R0023,Cruiser Cotton Seed,112
2025-10,R0023,Cruiser Cotton Seed,54
2025-09,R0023,Cruiser Cotton Seed,46
2025-08,R0023,Cruiser Cotton Seed,43
2025-07,R0023,Cruiser Cotton Seed,49
2025-06,R0023,Cruiser Cotton Seed,47
2026-05,R0024,Callisto Herbicide,61
2026-04,R0024,Callisto Herbicide,91
2026-03,R0024,Callisto Herbicide,93
2026-01,R0024,Callisto Herbicide,166
2026-01,R0024,Callisto Herbicide,113
2025-12,R0024,Callisto Herbicide,121
2025-11,R0024,Callisto Herbicide,128
2025-10,R0024,Callisto Herbicide,110
2025-09,R0024,Callisto Herbicide,77
2025-08,R0024,Callisto Herbicide,72
2025-07,R0024,Callisto Herbicide,66
2025-06,R0024,Callisto Herbicide,35
2026-05,R0024,Force Insecticide,71
2026-04,R0024,Force Insecticide,107
2026-03,R0024,Force Insecticide,117
2026-01,R0024,Force Insecticide,132
2026-01,R0024,Force Insecticide,135
2025-12,R0024,Force Insecticide,134
2025-11,R0024,Force Insecticide,119
2025-10,R0024,Force Insecticide,95
2025-09,R0024,Force Insecticide,81
2025-08,R0024,Force Insecticide,66
2025-07,R0024,Force Insecticide,72
2025-06,R0024,Force Insecticide,37
2026-05,R0024,NK Maize Hybrid Seed,73
2026-04,R0024,NK Maize Hybrid Seed,64
2026-03,R0024,NK Maize Hybrid Seed,99
2026-01,R0024,NK Maize Hybrid Seed,105
2026-01,R0024,NK Maize Hybrid Seed,110
2025-12,R0024,NK Maize Hybrid Seed,111
2025-11,R0024,NK Maize Hybrid Seed,79
2025-10,R0024,NK Maize Hybrid Seed,66
2025-09,R0024,NK Maize Hybrid Seed,62
2025-08,R0024,NK Maize Hybrid Seed,56
2025-07,R0024,NK Maize Hybrid Seed,82
2025-06,R0024,NK Maize Hybrid Seed,52
2026-05,R0025,Tihan Insecticide,40
2026-04,R0025,Tihan Insecticide,38
2026-03,R0025,Tihan Insecticide,84
2026-01,R0025,Tihan Insecticide,67
2026-01,R0025,Tihan Insecticide,51
2025-12,R0025,Tihan Insecticide,91
2025-11,R0025,Tihan Insecticide,87
2025-10,R0025,Tihan Insecticide,59
2025-09,R0025,Tihan Insecticide,59
2025-08,R0025,Tihan Insecticide,55
2025-07,R0025,Tihan Insecticide,54
2025-06,R0025,Tihan Insecticide,33
2026-05,R0025,Polo Insecticide,46
2026-04,R0025,Polo Insecticide,74
2026-03,R0025,Polo Insecticide,54
2026-01,R0025,Polo Insecticide,52
2026-01,R0025,Polo Insecticide,77
2025-12,R0025,Polo Insecticide,89
2025-11,R0025,Polo Insecticide,75
2025-10,R0025,Polo Insecticide,32
2025-09,R0025,Polo Insecticide,55
2025-08,R0025,Polo Insecticide,34
2025-07,R0025,Polo Insecticide,29
2025-06,R0025,Polo Insecticide,32
2026-05,R0025,Cruiser Cotton Seed,45
2026-04,R0025,Cruiser Cotton Seed,65
2026-03,R0025,Cruiser Cotton Seed,52
2026-01,R0025,Cruiser Cotton Seed,83
2026-01,R0025,Cruiser Cotton Seed,88
2025-12,R0025,Cruiser Cotton Seed,120
2025-11,R0025,Cruiser Cotton Seed,109
2025-10,R0025,Cruiser Cotton Seed,67
2025-09,R0025,Cruiser Cotton Seed,45
2025-08,R0025,Cruiser Cotton Seed,42
2025-07,R0025,Cruiser Cotton Seed,30
2025-06,R0025,Cruiser Cotton Seed,41
2026-05,R0026,Amistar Top Fungicide,41
2026-04,R0026,Amistar Top Fungicide,53
2026-03,R0026,Amistar Top Fungicide,99
2026-01,R0026,Amistar Top Fungicide,118
2026-01,R0026,Amistar Top Fungicide,86
2025-12,R0026,Amistar Top Fungicide,146
2025-11,R0026,Amistar Top Fungicide,116
2025-10,R0026,Amistar Top Fungicide,123
2025-09,R0026,Amistar Top Fungicide,111
2025-08,R0026,Amistar Top Fungicide,69
2025-07,R0026,Amistar Top Fungicide,79
2025-06,R0026,Amistar Top Fungicide,39
2026-05,R0026,Karate Zeon Insecticide,56
2026-04,R0026,Karate Zeon Insecticide,53
2026-03,R0026,Karate Zeon Insecticide,102
2026-01,R0026,Karate Zeon Insecticide,131
2026-01,R0026,Karate Zeon Insecticide,114
2025-12,R0026,Karate Zeon Insecticide,120
2025-11,R0026,Karate Zeon Insecticide,102
2025-10,R0026,Karate Zeon Insecticide,97
2025-09,R0026,Karate Zeon Insecticide,117
2025-08,R0026,Karate Zeon Insecticide,84
2025-07,R0026,Karate Zeon Insecticide,88
2025-06,R0026,Karate Zeon Insecticide,78
2026-05,R0026,Cruiser Seed Treatment,71
2026-04,R0026,Cruiser Seed Treatment,63
2026-03,R0026,Cruiser Seed Treatment,67
2026-01,R0026,Cruiser Seed Treatment,117
2026-01,R0026,Cruiser Seed Treatment,96
2025-12,R0026,Cruiser Seed Treatment,122
2025-11,R0026,Cruiser Seed Treatment,105
2025-10,R0026,Cruiser Seed Treatment,76
2025-09,R0026,Cruiser Seed Treatment,83
2025-08,R0026,Cruiser Seed Treatment,81
2025-07,R0026,Cruiser Seed Treatment,56
2025-06,R0026,Cruiser Seed Treatment,38
2026-05,R0027,Tihan Insecticide,53
2026-04,R0027,Tihan Insecticide,118
2026-03,R0027,Tihan Insecticide,131
2026-01,R0027,Tihan Insecticide,92
2026-01,R0027,Tihan Insecticide,192
2025-12,R0027,Tihan Insecticide,115
2025-11,R0027,Tihan Insecticide,108
2025-10,R0027,Tihan Insecticide,77
2025-09,R0027,Tihan Insecticide,107
2025-08,R0027,Tihan Insecticide,72
2025-07,R0027,Tihan Insecticide,98
2025-06,R0027,Tihan Insecticide,44
2026-05,R0027,Polo Insecticide,40
2026-04,R0027,Polo Insecticide,103
2026-03,R0027,Polo Insecticide,139
2026-01,R0027,Polo Insecticide,223
2026-01,R0027,Polo Insecticide,104
2025-12,R0027,Polo Insecticide,134
2025-11,R0027,Polo Insecticide,151
2025-10,R0027,Polo Insecticide,118
2025-09,R0027,Polo Insecticide,113
2025-08,R0027,Polo Insecticide,69
2025-07,R0027,Polo Insecticide,45
2025-06,R0027,Polo Insecticide,61
2026-05,R0027,Cruiser Cotton Seed,75
2026-04,R0027,Cruiser Cotton Seed,67
2026-03,R0027,Cruiser Cotton Seed,107
2026-01,R0027,Cruiser Cotton Seed,177
2026-01,R0027,Cruiser Cotton Seed,119
2025-12,R0027,Cruiser Cotton Seed,205
2025-11,R0027,Cruiser Cotton Seed,202
2025-10,R0027,Cruiser Cotton Seed,180
2025-09,R0027,Cruiser Cotton Seed,117
2025-08,R0027,Cruiser Cotton Seed,68
2025-07,R0027,Cruiser Cotton Seed,80
2025-06,R0027,Cruiser Cotton Seed,69
2026-05,R0028,Tihan Insecticide,107
2026-04,R0028,Tihan Insecticide,75
2026-03,R0028,Tihan Insecticide,104
2026-01,R0028,Tihan Insecticide,133
2026-01,R0028,Tihan Insecticide,129
2025-12,R0028,Tihan Insecticide,138
2025-11,R0028,Tihan Insecticide,137
2025-10,R0028,Tihan Insecticide,158
2025-09,R0028,Tihan Insecticide,87
2025-08,R0028,Tihan Insecticide,106
2025-07,R0028,Tihan Insecticide,44
2025-06,R0028,Tihan Insecticide,98
2026-05,R0028,Polo Insecticide,76
2026-04,R0028,Polo Insecticide,92
2026-03,R0028,Polo Insecticide,63
2026-01,R0028,Polo Insecticide,102
2026-01,R0028,Polo Insecticide,136
2025-12,R0028,Polo Insecticide,153
2025-11,R0028,Polo Insecticide,135
2025-10,R0028,Polo Insecticide,102
2025-09,R0028,Polo Insecticide,151
2025-08,R0028,Polo Insecticide,102
2025-07,R0028,Polo Insecticide,56
2025-06,R0028,Polo Insecticide,38
2026-05,R0028,Cruiser Cotton Seed,77
2026-04,R0028,Cruiser Cotton Seed,61
2026-03,R0028,Cruiser Cotton Seed,70
2026-01,R0028,Cruiser Cotton Seed,135
2026-01,R0028,Cruiser Cotton Seed,183
2025-12,R0028,Cruiser Cotton Seed,107
2025-11,R0028,Cruiser Cotton Seed,159
2025-10,R0028,Cruiser Cotton Seed,86
2025-09,R0028,Cruiser Cotton Seed,78
2025-08,R0028,Cruiser Cotton Seed,88
2025-07,R0028,Cruiser Cotton Seed,72
2025-06,R0028,Cruiser Cotton Seed,41
2026-05,R0029,Tihan Insecticide,54
2026-04,R0029,Tihan Insecticide,56
2026-03,R0029,Tihan Insecticide,85
2026-01,R0029,Tihan Insecticide,104
2026-01,R0029,Tihan Insecticide,106
2025-12,R0029,Tihan Insecticide,177
2025-11,R0029,Tihan Insecticide,119
2025-10,R0029,Tihan Insecticide,121
2025-09,R0029,Tihan Insecticide,69
2025-08,R0029,Tihan Insecticide,88
2025-07,R0029,Tihan Insecticide,56
2025-06,R0029,Tihan Insecticide,34
2026-05,R0029,Polo Insecticide,57
2026-04,R0029,Polo Insecticide,45
2026-03,R0029,Polo Insecticide,77
2026-01,R0029,Polo Insecticide,158
2026-01,R0029,Polo Insecticide,56
2025-12,R0029,Polo Insecticide,92
2025-11,R0029,Polo Insecticide,95
2025-10,R0029,Polo Insecticide,66
2025-09,R0029,Polo Insecticide,104
2025-08,R0029,Polo Insecticide,83
2025-07,R0029,Polo Insecticide,30
2025-06,R0029,Polo Insecticide,72
2026-05,R0029,Cruiser Cotton Seed,54
2026-04,R0029,Cruiser Cotton Seed,49
2026-03,R0029,Cruiser Cotton Seed,113
2026-01,R0029,Cruiser Cotton Seed,79
2026-01,R0029,Cruiser Cotton Seed,95
2025-12,R0029,Cruiser Cotton Seed,97
2025-11,R0029,Cruiser Cotton Seed,200
2025-10,R0029,Cruiser Cotton Seed,94
2025-09,R0029,Cruiser Cotton Seed,48
2025-08,R0029,Cruiser Cotton Seed,71
2025-07,R0029,Cruiser Cotton Seed,57
2025-06,R0029,Cruiser Cotton Seed,45
2026-05,R0030,Callisto Herbicide,63
2026-04,R0030,Callisto Herbicide,76
2026-03,R0030,Callisto Herbicide,88
2026-01,R0030,Callisto Herbicide,114
2026-01,R0030,Callisto Herbicide,166
2025-12,R0030,Callisto Herbicide,95
2025-11,R0030,Callisto Herbicide,152
2025-10,R0030,Callisto Herbicide,104
2025-09,R0030,Callisto Herbicide,128
2025-08,R0030,Callisto Herbicide,70
2025-07,R0030,Callisto Herbicide,51
2025-06,R0030,Callisto Herbicide,50
2026-05,R0030,Force Insecticide,49
2026-04,R0030,Force Insecticide,98
2026-03,R0030,Force Insecticide,95
2026-01,R0030,Force Insecticide,168
2026-01,R0030,Force Insecticide,138
2025-12,R0030,Force Insecticide,134
2025-11,R0030,Force Insecticide,135
2025-10,R0030,Force Insecticide,134
2025-09,R0030,Force Insecticide,107
2025-08,R0030,Force Insecticide,109
2025-07,R0030,Force Insecticide,58
2025-06,R0030,Force Insecticide,71
2026-05,R0030,NK Maize Hybrid Seed,94
2026-04,R0030,NK Maize Hybrid Seed,67
2026-03,R0030,NK Maize Hybrid Seed,130
2026-01,R0030,NK Maize Hybrid Seed,72
2026-01,R0030,NK Maize Hybrid Seed,206
2025-12,R0030,NK Maize Hybrid Seed,153
2025-11,R0030,NK Maize Hybrid Seed,105
2025-10,R0030,NK Maize Hybrid Seed,162
2025-09,R0030,NK Maize Hybrid Seed,163
2025-08,R0030,NK Maize Hybrid Seed,67
2025-07,R0030,NK Maize Hybrid Seed,79
2025-06,R0030,NK Maize Hybrid Seed,43
2026-05,R0031,Tihan Insecticide,14
2026-04,R0031,Tihan Insecticide,23
2026-03,R0031,Tihan Insecticide,24
2026-01,R0031,Tihan Insecticide,30
2026-01,R0031,Tihan Insecticide,36
2025-12,R0031,Tihan Insecticide,18
2025-11,R0031,Tihan Insecticide,34
2025-10,R0031,Tihan Insecticide,34
2025-09,R0031,Tihan Insecticide,21
2025-08,R0031,Tihan Insecticide,24
2025-07,R0031,Tihan Insecticide,22
2025-06,R0031,Tihan Insecticide,14
2026-05,R0031,Polo Insecticide,14
2026-04,R0031,Polo Insecticide,11
2026-03,R0031,Polo Insecticide,20
2026-01,R0031,Polo Insecticide,26
2026-01,R0031,Polo Insecticide,36
2025-12,R0031,Polo Insecticide,26
2025-11,R0031,Polo Insecticide,26
2025-10,R0031,Polo Insecticide,18
2025-09,R0031,Polo Insecticide,13
2025-08,R0031,Polo Insecticide,13
2025-07,R0031,Polo Insecticide,12
2025-06,R0031,Polo Insecticide,19
2026-05,R0031,Cruiser Cotton Seed,13
2026-04,R0031,Cruiser Cotton Seed,21
2026-03,R0031,Cruiser Cotton Seed,31
2026-01,R0031,Cruiser Cotton Seed,25
2026-01,R0031,Cruiser Cotton Seed,23
2025-12,R0031,Cruiser Cotton Seed,32
2025-11,R0031,Cruiser Cotton Seed,23
2025-10,R0031,Cruiser Cotton Seed,20
2025-09,R0031,Cruiser Cotton Seed,21
2025-08,R0031,Cruiser Cotton Seed,16
2025-07,R0031,Cruiser Cotton Seed,14
2025-06,R0031,Cruiser Cotton Seed,9
2026-05,R0032,Callisto Herbicide,22
2026-04,R0032,Callisto Herbicide,50
2026-03,R0032,Callisto Herbicide,54
2026-01,R0032,Callisto Herbicide,79
2026-01,R0032,Callisto Herbicide,60
2025-12,R0032,Callisto Herbicide,76
2025-11,R0032,Callisto Herbicide,66
2025-10,R0032,Callisto Herbicide,48
2025-09,R0032,Callisto Herbicide,48
2025-08,R0032,Callisto Herbicide,63
2025-07,R0032,Callisto Herbicide,36
2025-06,R0032,Callisto Herbicide,26
2026-05,R0032,Force Insecticide,43
2026-04,R0032,Force Insecticide,42
2026-03,R0032,Force Insecticide,42
2026-01,R0032,Force Insecticide,47
2026-01,R0032,Force Insecticide,54
2025-12,R0032,Force Insecticide,55
2025-11,R0032,Force Insecticide,76
2025-10,R0032,Force Insecticide,73
2025-09,R0032,Force Insecticide,54
2025-08,R0032,Force Insecticide,40
2025-07,R0032,Force Insecticide,39
2025-06,R0032,Force Insecticide,36
2026-05,R0032,NK Maize Hybrid Seed,28
2026-04,R0032,NK Maize Hybrid Seed,44
2026-03,R0032,NK Maize Hybrid Seed,53
2026-01,R0032,NK Maize Hybrid Seed,72
2026-01,R0032,NK Maize Hybrid Seed,103
2025-12,R0032,NK Maize Hybrid Seed,97
2025-11,R0032,NK Maize Hybrid Seed,77
2025-10,R0032,NK Maize Hybrid Seed,77
2025-09,R0032,NK Maize Hybrid Seed,42
2025-08,R0032,NK Maize Hybrid Seed,63
2025-07,R0032,NK Maize Hybrid Seed,40
2025-06,R0032,NK Maize Hybrid Seed,37
2026-05,R0033,Tihan Insecticide,38
2026-04,R0033,Tihan Insecticide,43
2026-03,R0033,Tihan Insecticide,59
2026-01,R0033,Tihan Insecticide,82
2026-01,R0033,Tihan Insecticide,87
2025-12,R0033,Tihan Insecticide,105
2025-11,R0033,Tihan Insecticide,53
2025-10,R0033,Tihan Insecticide,68
2025-09,R0033,Tihan Insecticide,41
2025-08,R0033,Tihan Insecticide,46
2025-07,R0033,Tihan Insecticide,33
2025-06,R0033,Tihan Insecticide,27
2026-05,R0033,Polo Insecticide,44
2026-04,R0033,Polo Insecticide,47
2026-03,R0033,Polo Insecticide,73
2026-01,R0033,Polo Insecticide,91
2026-01,R0033,Polo Insecticide,66
2025-12,R0033,Polo Insecticide,78
2025-11,R0033,Polo Insecticide,47
2025-10,R0033,Polo Insecticide,59
2025-09,R0033,Polo Insecticide,42
2025-08,R0033,Polo Insecticide,32
2025-07,R0033,Polo Insecticide,44
2025-06,R0033,Polo Insecticide,20
2026-05,R0033,Cruiser Cotton Seed,30
2026-04,R0033,Cruiser Cotton Seed,22
2026-03,R0033,Cruiser Cotton Seed,68
2026-01,R0033,Cruiser Cotton Seed,54
2026-01,R0033,Cruiser Cotton Seed,81
2025-12,R0033,Cruiser Cotton Seed,47
2025-11,R0033,Cruiser Cotton Seed,43
2025-10,R0033,Cruiser Cotton Seed,67
2025-09,R0033,Cruiser Cotton Seed,41
2025-08,R0033,Cruiser Cotton Seed,37
2025-07,R0033,Cruiser Cotton Seed,23
2025-06,R0033,Cruiser Cotton Seed,25
2026-05,R0034,Tihan Insecticide,34
2026-04,R0034,Tihan Insecticide,47
2026-03,R0034,Tihan Insecticide,82
2026-01,R0034,Tihan Insecticide,82
2026-01,R0034,Tihan Insecticide,99
2025-12,R0034,Tihan Insecticide,75
2025-11,R0034,Tihan Insecticide,98
2025-10,R0034,Tihan Insecticide,74
2025-09,R0034,Tihan Insecticide,78
2025-08,R0034,Tihan Insecticide,53
2025-07,R0034,Tihan Insecticide,30
2025-06,R0034,Tihan Insecticide,56
2026-05,R0034,Polo Insecticide,31
2026-04,R0034,Polo Insecticide,49
2026-03,R0034,Polo Insecticide,48
2026-01,R0034,Polo Insecticide,92
2026-01,R0034,Polo Insecticide,80
2025-12,R0034,Polo Insecticide,104
2025-11,R0034,Polo Insecticide,113
2025-10,R0034,Polo Insecticide,86
2025-09,R0034,Polo Insecticide,56
2025-08,R0034,Polo Insecticide,58
2025-07,R0034,Polo Insecticide,58
2025-06,R0034,Polo Insecticide,32
2026-05,R0034,Cruiser Cotton Seed,50
2026-04,R0034,Cruiser Cotton Seed,53
2026-03,R0034,Cruiser Cotton Seed,70
2026-01,R0034,Cruiser Cotton Seed,76
2026-01,R0034,Cruiser Cotton Seed,75
2025-12,R0034,Cruiser Cotton Seed,102
2025-11,R0034,Cruiser Cotton Seed,93
2025-10,R0034,Cruiser Cotton Seed,84
2025-09,R0034,Cruiser Cotton Seed,73
2025-08,R0034,Cruiser Cotton Seed,49
2025-07,R0034,Cruiser Cotton Seed,42
2025-06,R0034,Cruiser Cotton Seed,50
2026-05,R0035,Tihan Insecticide,17
2026-04,R0035,Tihan Insecticide,20
2026-03,R0035,Tihan Insecticide,31
2026-01,R0035,Tihan Insecticide,39
2026-01,R0035,Tihan Insecticide,30
2025-12,R0035,Tihan Insecticide,40
2025-11,R0035,Tihan Insecticide,45
2025-10,R0035,Tihan Insecticide,27
2025-09,R0035,Tihan Insecticide,27
2025-08,R0035,Tihan Insecticide,20
2025-07,R0035,Tihan Insecticide,17
2025-06,R0035,Tihan Insecticide,17
2026-05,R0035,Polo Insecticide,21
2026-04,R0035,Polo Insecticide,37
2026-03,R0035,Polo Insecticide,20
2026-01,R0035,Polo Insecticide,35
2026-01,R0035,Polo Insecticide,34
2025-12,R0035,Polo Insecticide,36
2025-11,R0035,Polo Insecticide,27
2025-10,R0035,Polo Insecticide,52
2025-09,R0035,Polo Insecticide,28
2025-08,R0035,Polo Insecticide,16
2025-07,R0035,Polo Insecticide,12
2025-06,R0035,Polo Insecticide,11
2026-05,R0035,Cruiser Cotton Seed,25
2026-04,R0035,Cruiser Cotton Seed,14
