date,retailer_id,district,tier,primary_crop,avg_monthly_sales_inr,credit_score,days_since_visit,recent_rain_7d_mm,recent_humidity_pct,pest_pressure_14d,label_order_next_7d
2026-04-07,R0022,Haveri,B,cotton,178091,56,2,3.4,57.8,0,0
2026-04-08,R0022,Haveri,B,cotton,178091,56,3,15.3,56.3,0,0
2026-04-09,R0022,Haveri,B,cotton,178091,56,4,13.1,56.7,0,0
2026-04-10,R0022,Haveri,B,cotton,178091,56,5,13.1,56.4,0,0
2026-04-11,R0022,Haveri,B,cotton,178091,56,6,13.1,56.4,0,0
2026-04-12,R0022,Haveri,B,cotton,178091,56,7,11.9,56.6,0,0
2026-04-13,R0022,Haveri,B,cotton,178091,56,8,11.9,59.2,0,0
2026-04-14,R0022,Haveri,B,cotton,178091,56,9,11.9,59.1,0,0
2026-04-15,R0022,Haveri,B,cotton,178091,56,10,0.0,60.7,0,0
2026-04-16,R0022,Haveri,B,cotton,178091,56,11,0.0,60.9,0,0
2026-04-17,R0022,Haveri,B,cotton,178091,56,12,0.0,62.3,0,0
2026-04-18,R0022,Haveri,B,cotton,178091,56,13,0.0,62.4,0,0
2026-04-19,R0022,Haveri,B,cotton,178091,56,14,0.0,62.5,0,0
2026-04-20,R0022,Haveri,B,cotton,178091,56,15,4.1,61.6,0,0
2026-04-21,R0022,Haveri,B,cotton,178091,56,16,4.1,61.9,0,0
2026-04-22,R0022,Haveri,B,cotton,178091,56,17,7.2,61.4,0,0
2026-04-23,R0022,Haveri,B,cotton,178091,56,18,7.2,62.5,0,0
2026-04-24,R0022,Haveri,B,cotton,178091,56,19,7.2,63.3,0,0
2026-04-25,R0022,Haveri,B,cotton,178091,56,20,12.8,62.3,0,0
2026-04-26,R0022,Haveri,B,cotton,178091,56,21,12.8,64.2,0,0
2026-04-27,R0022,Haveri,B,cotton,178091,56,22,8.7,63.2,0,0
2026-04-28,R0022,Haveri,B,cotton,178091,56,23,8.7,63.9,0,0
2026-04-29,R0022,Haveri,B,cotton,178091,56,24,5.6,64.8,0,0
2026-04-30,R0022,Haveri,B,cotton,178091,56,0,5.6,64.8,0,0
2026-05-01,R0022,Haveri,B,cotton,178091,56,1,5.6,63.9,1,0
2026-05-02,R0022,Haveri,B,cotton,178091,56,2,7.8,64.3,1,0
2026-05-03,R0022,Haveri,B,cotton,178091,56,3,7.8,64.1,1,0
2026-05-04,R0022,Haveri,B,cotton,178091,56,4,31.5,65.9,1,0
2026-05-05,R0022,Haveri,B,cotton,178091,56,5,31.5,65.9,1,0
2026-05-06,R0022,Haveri,B,cotton,178091,56,6,49.1,65.2,1,0
2026-05-07,R0022,Haveri,B,cotton,178091,56,7,49.1,63.9,2,0
2026-05-08,R0022,Haveri,B,cotton,178091,56,8,49.1,64.4,2,0
2026-05-09,R0022,Haveri,B,cotton,178091,56,9,45.6,64.3,2,0
2026-05-10,R0022,Haveri,B,cotton,178091,56,10,61.4,63.4,2,0
2026-05-11,R0022,Haveri,B,cotton,178091,56,11,37.7,61.3,2,1
2026-05-12,R0022,Haveri,B,cotton,178091,56,12,37.7,60.4,2,1
2026-05-13,R0022,Haveri,B,cotton,178091,56,13,24.9,61.9,2,1
2026-05-14,R0022,Haveri,B,cotton,178091,56,14,24.9,63.3,2,1
2026-05-15,R0022,Haveri,B,cotton,178091,56,15,24.9,63.9,2,1
2026-05-16,R0022,Haveri,B,cotton,178091,56,16,20.6,66.2,1,1
2026-05-17,R0022,Haveri,B,cotton,178091,56,17,48.9,67.0,1,1
2026-05-18,R0022,Haveri,B,cotton,178091,56,0,48.9,66.6,1,0
2026-05-19,R0022,Haveri,B,cotton,178091,56,1,48.9,68.4,1,0
2026-05-20,R0022,Haveri,B,cotton,178091,56,2,46.7,68.2,1,0
2026-05-21,R0022,Haveri,B,cotton,178091,56,3,46.7,67.2,1,0
2026-05-22,R0022,Haveri,B,cotton,178091,56,4,47.9,66.9,0,0
2026-03-24,R0023,Haveri,B,cotton,196471,60,28,8.5,54.3,0,0
2026-03-25,R0023,Haveri,B,cotton,196471,60,29,8.5,55.1,0,0
2026-03-26,R0023,Haveri,B,cotton,196471,60,30,0.0,56.1,0,0
2026-03-27,R0023,Haveri,B,cotton,196471,60,31,0.0,55.4,0,0
2026-03-28,R0023,Haveri,B,cotton,196471,60,32,0.0,55.5,0,0
2026-03-29,R0023,Haveri,B,cotton,196471,60,33,0.0,56.8,0,0
2026-03-30,R0023,Haveri,B,cotton,196471,60,34,8.9,57.1,0,0
2026-03-31,R0023,Haveri,B,cotton,196471,60,35,8.9,55.9,0,0
2026-04-01,R0023,Haveri,B,cotton,196471,60,36,8.9,55.7,0,0
2026-04-02,R0023,Haveri,B,cotton,196471,60,37,11.1,55.1,0,0
2026-04-03,R0023,Haveri,B,cotton,196471,60,38,11.1,55.9,0,0
2026-04-04,R0023,Haveri,B,cotton,196471,60,39,11.1,57.3,0,0
2026-04-05,R0023,Haveri,B,cotton,196471,60,40,12.3,56.1,0,0
2026-04-06,R0023,Haveri,B,cotton,196471,60,41,3.4,56.7,0,0
2026-04-07,R0023,Haveri,B,cotton,196471,60,42,3.4,57.8,0,0
2026-04-08,R0023,Haveri,B,cotton,196471,60,43,15.3,56.3,0,0
2026-04-09,R0023,Haveri,B,cotton,196471,60,44,13.1,56.7,0,0
2026-04-10,R0023,Haveri,B,cotton,196471,60,45,13.1,56.4,0,0
2026-04-11,R0023,Haveri,B,cotton,196471,60,46,13.1,56.4,0,0
2026-04-12,R0023,Haveri,B,cotton,196471,60,47,11.9,56.6,0,0
2026-04-13,R0023,Haveri,B,cotton,196471,60,0,11.9,59.2,0,0
2026-04-14,R0023,Haveri,B,cotton,196471,60,1,11.9,59.1,0,0
2026-04-15,R0023,Haveri,B,cotton,196471,60,2,0.0,60.7,0,0
2026-04-16,R0023,Haveri,B,cotton,196471,60,3,0.0,60.9,0,0
2026-04-17,R0023,Haveri,B,cotton,196471,60,4,0.0,62.3,0,0
2026-04-18,R0023,Haveri,B,cotton,196471,60,5,0.0,62.4,0,0
2026-04-19,R0023,Haveri,B,cotton,196471,60,6,0.0,62.5,0,0
2026-04-20,R0023,Haveri,B,cotton,196471,60,7,4.1,61.6,0,0
2026-04-21,R0023,Haveri,B,cotton,196471,60,8,4.1,61.9,0,0
2026-04-22,R0023,Haveri,B,cotton,196471,60,9,7.2,61.4,0,0
2026-04-23,R0023,Haveri,B,cotton,196471,60,10,7.2,62.5,0,0
2026-04-24,R0023,Haveri,B,cotton,196471,60,11,7.2,63.3,0,0
2026-04-25,R0023,Haveri,B,cotton,196471,60,12,12.8,62.3,0,0
2026-04-26,R0023,Haveri,B,cotton,196471,60,13,12.8,64.2,0,0
2026-04-27,R0023,Haveri,B,cotton,196471,60,14,8.7,63.2,0,0
2026-04-28,R0023,Haveri,B,cotton,196471,60,15,8.7,63.9,0,0
2026-04-29,R0023,Haveri,B,cotton,196471,60,16,5.6,64.8,0,0
2026-04-30,R0023,Haveri,B,cotton,196471,60,17,5.6,64.8,0,0
2026-05-01,R0023,Haveri,B,cotton,196471,60,18,5.6,63.9,1,0
2026-05-02,R0023,Haveri,B,cotton,196471,60,19,7.8,64.3,1,0
2026-05-03,R0023,Haveri,B,cotton,196471,60,20,7.8,64.1,1,0
2026-05-04,R0023,Haveri,B,cotton,196471,60,21,31.5,65.9,1,0
2026-05-05,R0023,Haveri,B,cotton,196471,60,22,31.5,65.9,1,0
2026-05-06,R0023,Haveri,B,cotton,196471,60,23,49.1,65.2,1,0
2026-05-07,R0023,Haveri,B,cotton,196471,60,24,49.1,63.9,2,0
2026-05-08,R0023,Haveri,B,cotton,196471,60,25,49.1,64.4,2,0
2026-05-09,R0023,Haveri,B,cotton,196471,60,26,45.6,64.3,2,0
2026-05-10,R0023,Haveri,B,cotton,196471,60,27,61.4,63.4,2,0
2026-05-11,R0023,Haveri,B,cotton,196471,60,28,37.7,61.3,2,0
2026-05-12,R0023,Haveri,B,cotton,196471,60,29,37.7,60.4,2,0
2026-05-13,R0023,Haveri,B,cotton,196471,60,30,24.9,61.9,2,0
2026-05-14,R0023,Haveri,B,cotton,196471,60,31,24.9,63.3,2,0
2026-05-15,R0023,Haveri,B,cotton,196471,60,32,24.9,63.9,2,0
2026-05-16,R0023,Haveri,B,cotton,196471,60,33,20.6,66.2,1,0
2026-05-17,R0023,Haveri,B,cotton,196471,60,34,48.9,67.0,1,0
2026-05-18,R0023,Haveri,B,cotton,196471,60,35,48.9,66.6,1,0
2026-05-19,R0023,Haveri,B,cotton,196471,60,36,48.9,68.4,1,0
2026-05-20,R0023,Haveri,B,cotton,196471,60,37,46.7,68.2,1,0
2026-05-21,R0023,Haveri,B,cotton,196471,60,38,46.7,67.2,1,0
2026-05-22,R0023,Haveri,B,cotton,196471,60,39,47.9,66.9,0,0
2026-03-24,R0024,Haveri,A,maize,318058,57,2,8.5,54.3,0,0
2026-03-25,R0024,Haveri,A,maize,318058,57,2,8.5,55.1,0,0
2026-03-26,R0024,Haveri,A,maize,318058,57,2,0.0,56.1,0,0
2026-03-27,R0024,Haveri,A,maize,318058,57,2,0.0,55.4,0,0
2026-03-28,R0024,Haveri,A,maize,318058,57,2,0.0,55.5,0,0
2026-03-29,R0024,Haveri,A,maize,318058,57,2,0.0,56.8,0,0
2026-03-30,R0024,Haveri,A,maize,318058,57,2,8.9,57.1,0,0
2026-03-31,R0024,Haveri,A,maize,318058,57,2,8.9,55.9,0,0
2026-04-01,R0024,Haveri,A,maize,318058,57,2,8.9,55.7,0,0
2026-04-02,R0024,Haveri,A,maize,318058,57,2,11.1,55.1,0,0
2026-04-03,R0024,Haveri,A,maize,318058,57,2,11.1,55.9,0,0
2026-04-04,R0024,Haveri,A,maize,318058,57,2,11.1,57.3,0,0
2026-04-05,R0024,Haveri,A,maize,318058,57,2,12.3,56.1,0,0
2026-04-06,R0024,Haveri,A,maize,318058,57,2,3.4,56.7,0,0
2026-04-07,R0024,Haveri,A,maize,318058,57,0,3.4,57.8,0,0
2026-04-08,R0024,Haveri,A,maize,318058,57,1,15.3,56.3,0,0
2026-04-09,R0024,Haveri,A,maize,318058,57,2,13.1,56.7,0,0
2026-04-10,R0024,Haveri,A,maize,318058,57,3,13.1,56.4,0,0
2026-04-11,R0024,Haveri,A,maize,318058,57,4,13.1,56.4,0,0
2026-04-12,R0024,Haveri,A,maize,318058,57,5,11.9,56.6,0,0
2026-04-13,R0024,Haveri,A,maize,318058,57,6,11.9,59.2,0,0
2026-04-14,R0024,Haveri,A,maize,318058,57,7,11.9,59.1,0,0
2026-04-15,R0024,Haveri,A,maize,318058,57,8,0.0,60.7,0,0
2026-04-16,R0024,Haveri,A,maize,318058,57,9,0.0,60.9,0,0
2026-04-17,R0024,Haveri,A,maize,318058,57,10,0.0,62.3,0,0
2026-04-18,R0024,Haveri,A,maize,318058,57,11,0.0,62.4,0,0
2026-04-19,R0024,Haveri,A,maize,318058,57,12,0.0,62.5,0,0
2026-04-20,R0024,Haveri,A,maize,318058,57,13,4.1,61.6,0,0
2026-04-21,R0024,Haveri,A,maize,318058,57,0,4.1,61.9,0,0
2026-04-22,R0024,Haveri,A,maize,318058,57,1,7.2,61.4,0,0
2026-04-23,R0024,Haveri,A,maize,318058,57,2,7.2,62.5,0,0
2026-04-24,R0024,Haveri,A,maize,318058,57,3,7.2,63.3,0,0
2026-04-25,R0024,Haveri,A,maize,318058,57,4,12.8,62.3,0,0
2026-04-26,R0024,Haveri,A,maize,318058,57,0,12.8,64.2,0,1
2026-04-27,R0024,Haveri,A,maize,318058,57,1,8.7,63.2,0,1
2026-04-28,R0024,Haveri,A,maize,318058,57,2,8.7,63.9,0,1
2026-04-29,R0024,Haveri,A,maize,318058,57,3,5.6,64.8,0,1
2026-04-30,R0024,Haveri,A,maize,318058,57,4,5.6,64.8,0,1
2026-05-01,R0024,Haveri,A,maize,318058,57,5,5.6,63.9,1,1
2026-05-02,R0024,Haveri,A,maize,318058,57,6,7.8,64.3,1,1
2026-05-03,R0024,Haveri,A,maize,318058,57,0,7.8,64.1,1,1
2026-05-04,R0024,Haveri,A,maize,318058,57,1,31.5,65.9,1,1
2026-05-05,R0024,Haveri,A,maize,318058,57,2,31.5,65.9,1,1
2026-05-06,R0024,Haveri,A,maize,318058,57,3,49.1,65.2,1,1
2026-05-07,R0024,Haveri,A,maize,318058,57,0,49.1,63.9,2,0
2026-05-08,R0024,Haveri,A,maize,318058,57,1,49.1,64.4,2,0
2026-05-09,R0024,Haveri,A,maize,318058,57,2,45.6,64.3,2,0
2026-05-10,R0024,Haveri,A,maize,318058,57,3,61.4,63.4,2,0
2026-05-11,R0024,Haveri,A,maize,318058,57,4,37.7,61.3,2,0
2026-05-12,R0024,Haveri,A,maize,318058,57,5,37.7,60.4,2,0
2026-05-13,R0024,Haveri,A,maize,318058,57,6,24.9,61.9,2,0
2026-05-14,R0024,Haveri,A,maize,318058,57,7,24.9,63.3,2,0
2026-05-15,R0024,Haveri,A,maize,318058,57,8,24.9,63.9,2,0
2026-05-16,R0024,Haveri,A,maize,318058,57,9,20.6,66.2,1,0
2026-05-17,R0024,Haveri,A,maize,318058,57,10,48.9,67.0,1,0
2026-05-18,R0024,Haveri,A,maize,318058,57,11,48.9,66.6,1,0
2026-05-19,R0024,Haveri,A,maize,318058,57,12,48.9,68.4,1,0
2026-05-20,R0024,Haveri,A,maize,318058,57,13,46.7,68.2,1,0
2026-05-21,R0024,Haveri,A,maize,318058,57,14,46.7,67.2,1,0
2026-05-22,R0024,Haveri,A,maize,318058,57,15,47.9,66.9,0,0
2026-03-24,R0025,Haveri,A,cotton,201225,55,14,8.5,54.3,0,1
2026-03-25,R0025,Haveri,A,cotton,201225,55,15,8.5,55.1,0,1
2026-03-26,R0025,Haveri,A,cotton,201225,55,16,0.0,56.1,0,1
2026-03-27,R0025,Haveri,A,cotton,201225,55,17,0.0,55.4,0,1
2026-03-28,R0025,Haveri,A,cotton,201225,55,0,0.0,55.5,0,0
2026-03-29,R0025,Haveri,A,cotton,201225,55,1,0.0,56.8,0,0
2026-03-30,R0025,Haveri,A,cotton,201225,55,2,8.9,57.1,0,0
2026-03-31,R0025,Haveri,A,cotton,201225,55,3,8.9,55.9,0,0
2026-04-01,R0025,Haveri,A,cotton,201225,55,4,8.9,55.7,0,1
2026-04-02,R0025,Haveri,A,cotton,201225,55,5,11.1,55.1,0,1
2026-04-03,R0025,Haveri,A,cotton,201225,55,6,11.1,55.9,0,1
2026-04-04,R0025,Haveri,A,cotton,201225,55,7,11.1,57.3,0,1
2026-04-05,R0025,Haveri,A,cotton,201225,55,8,12.3,56.1,0,1
2026-04-06,R0025,Haveri,A,cotton,201225,55,9,3.4,56.7,0,1
2026-04-07,R0025,Haveri,A,cotton,201225,55,10,3.4,57.8,0,1
2026-04-08,R0025,Haveri,A,cotton,201225,55,0,15.3,56.3,0,0
2026-04-09,R0025,Haveri,A,cotton,201225,55,1,13.1,56.7,0,0
2026-04-10,R0025,Haveri,A,cotton,201225,55,2,13.1,56.4,0,0
2026-04-11,R0025,Haveri,A,cotton,201225,55,3,13.1,56.4,0,0
2026-04-12,R0025,Haveri,A,cotton,201225,55,4,11.9,56.6,0,0
2026-04-13,R0025,Haveri,A,cotton,201225,55,5,11.9,59.2,0,0
2026-04-14,R0025,Haveri,A,cotton,201225,55,6,11.9,59.1,0,0
2026-04-15,R0025,Haveri,A,cotton,201225,55,7,0.0,60.7,0,0
2026-04-16,R0025,Haveri,A,cotton,201225,55,8,0.0,60.9,0,0
2026-04-17,R0025,Haveri,A,cotton,201225,55,9,0.0,62.3,0,0
2026-04-18,R0025,Haveri,A,cotton,201225,55,10,0.0,62.4,0,0
2026-04-19,R0025,Haveri,A,cotton,201225,55,11,0.0,62.5,0,0
2026-04-20,R0025,Haveri,A,cotton,201225,55,12,4.1,61.6,0,0
2026-04-21,R0025,Haveri,A,cotton,201225,55,13,4.1,61.9,0,1
2026-04-22,R0025,Haveri,A,cotton,201225,55,14,7.2,61.4,0,1
2026-04-23,R0025,Haveri,A,cotton,201225,55,15,7.2,62.5,0,1
2026-04-24,R0025,Haveri,A,cotton,201225,55,16,7.2,63.3,0,1
2026-04-25,R0025,Haveri,A,cotton,201225,55,17,12.8,62.3,0,1
2026-04-26,R0025,Haveri,A,cotton,201225,55,18,12.8,64.2,0,1
2026-04-27,R0025,Haveri,A,cotton,201225,55,19,8.7,63.2,0,1
2026-04-28,R0025,Haveri,A,cotton,201225,55,0,8.7,63.9,0,1
2026-04-29,R0025,Haveri,A,cotton,201225,55,1,5.6,64.8,0,1
2026-04-30,R0025,Haveri,A,cotton,201225,55,2,5.6,64.8,0,1
2026-05-01,R0025,Haveri,A,cotton,201225,55,3,5.6,63.9,1,1
2026-05-02,R0025,Haveri,A,cotton,201225,55,4,7.8,64.3,1,1
2026-05-03,R0025,Haveri,A,cotton,201225,55,0,7.8,64.1,1,0
2026-05-04,R0025,Haveri,A,cotton,201225,55,1,31.5,65.9,1,0
2026-05-05,R0025,Haveri,A,cotton,201225,55,2,31.5,65.9,1,0
2026-05-06,R0025,Haveri,A,cotton,201225,55,3,49.1,65.2,1,0
2026-05-07,R0025,Haveri,A,cotton,201225,55,4,49.1,63.9,2,0
2026-05-08,R0025,Haveri,A,cotton,201225,55,5,49.1,64.4,2,0
2026-05-09,R0025,Haveri,A,cotton,201225,55,6,45.6,64.3,2,0
2026-05-10,R0025,Haveri,A,cotton,201225,55,7,61.4,63.4,2,0
2026-05-11,R0025,Haveri,A,cotton,201225,55,8,37.7,61.3,2,0
2026-05-12,R0025,Haveri,A,cotton,201225,55,9,37.7,60.4,2,0
2026-05-13,R0025,Haveri,A,cotton,201225,55,10,24.9,61.9,2,0
2026-05-14,R0025,Haveri,A,cotton,201225,55,11,24.9,63.3,2,0
2026-05-15,R0025,Haveri,A,cotton,201225,55,12,24.9,63.9,2,0
2026-05-16,R0025,Haveri,A,cotton,201225,55,13,20.6,66.2,1,0
2026-05-17,R0025,Haveri,A,cotton,201225,55,14,48.9,67.0,1,0
2026-05-18,R0025,Haveri,A,cotton,201225,55,15,48.9,66.6,1,0
2026-05-19,R0025,Haveri,A,cotton,201225,55,16,48.9,68.4,1,0
2026-05-20,R0025,Haveri,A,cotton,201225,55,17,46.7,68.2,1,0
2026-05-21,R0025,Haveri,A,cotton,201225,55,18,46.7,67.2,1,0
2026-05-22,R0025,Haveri,A,cotton,201225,55,19,47.9,66.9,0,0
2026-03-24,R0026,Haveri,A,chilli,294798,58,0,8.5,54.3,0,1
2026-03-25,R0026,Haveri,A,chilli,294798,58,1,8.5,55.1,0,1
2026-03-26,R0026,Haveri,A,chilli,294798,58,2,0.0,56.1,0,1
2026-03-27,R0026,Haveri,A,chilli,294798,58,3,0.0,55.4,0,1
2026-03-28,R0026,Haveri,A,chilli,294798,58,4,0.0,55.5,0,1
2026-03-29,R0026,Haveri,A,chilli,294798,58,5,0.0,56.8,0,1
2026-03-30,R0026,Haveri,A,chilli,294798,58,0,8.9,57.1,0,0
2026-03-31,R0026,Haveri,A,chilli,294798,58,1,8.9,55.9,0,0
2026-04-01,R0026,Haveri,A,chilli,294798,58,2,8.9,55.7,0,0
2026-04-02,R0026,Haveri,A,chilli,294798,58,3,11.1,55.1,0,0
2026-04-03,R0026,Haveri,A,chilli,294798,58,4,11.1,55.9,0,0
2026-04-04,R0026,Haveri,A,chilli,294798,58,5,11.1,57.3,0,0
2026-04-05,R0026,Haveri,A,chilli,294798,58,6,12.3,56.1,0,0
2026-04-06,R0026,Haveri,A,chilli,294798,58,7,3.4,56.7,0,0
2026-04-07,R0026,Haveri,A,chilli,294798,58,8,3.4,57.8,0,0
2026-04-08,R0026,Haveri,A,chilli,294798,58,9,15.3,56.3,0,0
2026-04-09,R0026,Haveri,A,chilli,294798,58,10,13.1,56.7,0,0
2026-04-10,R0026,Haveri,A,chilli,294798,58,11,13.1,56.4,0,0
2026-04-11,R0026,Haveri,A,chilli,294798,58,12,13.1,56.4,0,0
2026-04-12,R0026,Haveri,A,chilli,294798,58,13,11.9,56.6,0,0
2026-04-13,R0026,Haveri,A,chilli,294798,58,14,11.9,59.2,0,0
2026-04-14,R0026,Haveri,A,chilli,294798,58,15,11.9,59.1,0,0
2026-04-15,R0026,Haveri,A,chilli,294798,58,16,0.0,60.7,0,0
2026-04-16,R0026,Haveri,A,chilli,294798,58,17,0.0,60.9,0,0
2026-04-17,R0026,Haveri,A,chilli,294798,58,18,0.0,62.3,0,0
2026-04-18,R0026,Haveri,A,chilli,294798,58,19,0.0,62.4,0,0
2026-04-19,R0026,Haveri,A,chilli,294798,58,20,0.0,62.5,0,0
2026-04-20,R0026,Haveri,A,chilli,294798,58,21,4.1,61.6,0,0
2026-04-21,R0026,Haveri,A,chilli,294798,58,22,4.1,61.9,0,0
2026-04-22,R0026,Haveri,A,chilli,294798,58,23,7.2,61.4,0,0
2026-04-23,R0026,Haveri,A,chilli,294798,58,24,7.2,62.5,0,0
2026-04-24,R0026,Haveri,A,chilli,294798,58,25,7.2,63.3,0,0
2026-04-25,R0026,Haveri,A,chilli,294798,58,26,12.8,62.3,0,0
2026-04-26,R0026,Haveri,A,chilli,294798,58,27,12.8,64.2,0,0
2026-04-27,R0026,Haveri,A,chilli,294798,58,28,8.7,63.2,0,0
2026-04-28,R0026,Haveri,A,chilli,294798,58,29,8.7,63.9,0,0
2026-04-29,R0026,Haveri,A,chilli,294798,58,30,5.6,64.8,0,0
2026-04-30,R0026,Haveri,A,chilli,294798,58,0,5.6,64.8,0,0
2026-05-01,R0026,Haveri,A,chilli,294798,58,1,5.6,63.9,1,0
2026-05-02,R0026,Haveri,A,chilli,294798,58,2,7.8,64.3,1,0
2026-05-03,R0026,Haveri,A,chilli,294798,58,0,7.8,64.1,1,0
2026-05-04,R0026,Haveri,A,chilli,294798,58,1,31.5,65.9,1,0
2026-05-05,R0026,Haveri,A,chilli,294798,58,2,31.5,65.9,1,0
2026-05-06,R0026,Haveri,A,chilli,294798,58,3,49.1,65.2,1,0
2026-05-07,R0026,Haveri,A,chilli,294798,58,4,49.1,63.9,2,0
2026-05-08,R0026,Haveri,A,chilli,294798,58,5,49.1,64.4,2,0
2026-05-09,R0026,Haveri,A,chilli,294798,58,6,45.6,64.3,2,0
2026-05-10,R0026,Haveri,A,chilli,294798,58,7,61.4,63.4,2,0
2026-05-11,R0026,Haveri,A,chilli,294798,58,8,37.7,61.3,2,0
2026-05-12,R0026,Haveri,A,chilli,294798,58,9,37.7,60.4,2,0
2026-05-13,R0026,Haveri,A,chilli,294798,58,10,24.9,61.9,2,0
2026-05-14,R0026,Haveri,A,chilli,294798,58,11,24.9,63.3,2,0
2026-05-15,R0026,Haveri,A,chilli,294798,58,12,24.9,63.9,2,0
2026-05-16,R0026,Haveri,A,chilli,294798,58,13,20.6,66.2,1,0
2026-05-17,R0026,Haveri,A,chilli,294798,58,14,48.9,67.0,1,0
2026-05-18,R0026,Haveri,A,chilli,294798,58,15,48.9,66.6,1,0
2026-05-19,R0026,Haveri,A,chilli,294798,58,16,48.9,68.4,1,0
2026-05-20,R0026,Haveri,A,chilli,294798,58,17,46.7,68.2,1,0
2026-05-21,R0026,Haveri,A,chilli,294798,58,18,46.7,67.2,1,0
2026-05-22,R0026,Haveri,A,chilli,294798,58,19,47.9,66.9,0,0
2026-03-24,R0027,Dharwad,A,cotton,328255,77,3,0.0,59.1,0,0
2026-03-25,R0027,Dharwad,A,cotton,328255,77,4,0.0,59.9,1,0
2026-03-26,R0027,Dharwad,A,cotton,328255,77,5,0.0,59.9,1,1
2026-03-27,R0027,Dharwad,A,cotton,328255,77,6,0.0,60.8,1,1
2026-03-28,R0027,Dharwad,A,cotton,328255,77,7,0.0,60.2,1,1
2026-03-29,R0027,Dharwad,A,cotton,328255,77,8,0.3,59.5,1,1
2026-03-30,R0027,Dharwad,A,cotton,328255,77,9,0.3,59.4,1,1
2026-03-31,R0027,Dharwad,A,cotton,328255,77,10,0.3,57.1,1,1
2026-04-01,R0027,Dharwad,A,cotton,328255,77,11,0.3,57.9,1,1
2026-04-02,R0027,Dharwad,A,cotton,328255,77,0,0.3,58.9,1,0
2026-04-03,R0027,Dharwad,A,cotton,328255,77,1,0.3,59.2,1,0
2026-04-04,R0027,Dharwad,A,cotton,328255,77,2,3.5,61.0,1,0
2026-04-05,R0027,Dharwad,A,cotton,328255,77,3,29.9,60.8,1,0
2026-04-06,R0027,Dharwad,A,cotton,328255,77,4,29.9,61.1,1,0
2026-04-07,R0027,Dharwad,A,cotton,328255,77,5,29.9,62.6,1,0
2026-04-08,R0027,Dharwad,A,cotton,328255,77,6,29.9,62.6,1,0
2026-04-09,R0027,Dharwad,A,cotton,328255,77,7,29.9,63.9,0,1
2026-04-10,R0027,Dharwad,A,cotton,328255,77,8,29.9,64.3,0,1
2026-04-11,R0027,Dharwad,A,cotton,328255,77,9,26.7,65.9,0,1
2026-04-12,R0027,Dharwad,A,cotton,328255,77,10,14.5,68.1,0,1
2026-04-13,R0027,Dharwad,A,cotton,328255,77,11,14.5,68.0,0,1
2026-04-14,R0027,Dharwad,A,cotton,328255,77,0,17.3,68.0,0,1
2026-04-15,R0027,Dharwad,A,cotton,328255,77,1,17.3,66.9,0,1
2026-04-16,R0027,Dharwad,A,cotton,328255,77,0,17.3,64.9,0,0
2026-04-17,R0027,Dharwad,A,cotton,328255,77,1,17.3,65.3,0,0
2026-04-18,R0027,Dharwad,A,cotton,328255,77,2,17.3,63.7,0,0
2026-04-19,R0027,Dharwad,A,cotton,328255,77,3,2.8,63.0,0,0
2026-04-20,R0027,Dharwad,A,cotton,328255,77,4,2.8,63.7,0,0
2026-04-21,R0027,Dharwad,A,cotton,328255,77,5,0.0,63.3,0,0
2026-04-22,R0027,Dharwad,A,cotton,328255,77,6,0.0,64.3,0,0
2026-04-23,R0027,Dharwad,A,cotton,328255,77,7,32.0,65.2,0,0
2026-04-24,R0027,Dharwad,A,cotton,328255,77,8,35.9,63.4,0,0
2026-04-25,R0027,Dharwad,A,cotton,328255,77,9,35.9,63.3,0,0
2026-04-26,R0027,Dharwad,A,cotton,328255,77,10,35.9,62.8,0,0
2026-04-27,R0027,Dharwad,A,cotton,328255,77,11,35.9,62.0,0,0
2026-04-28,R0027,Dharwad,A,cotton,328255,77,12,35.9,62.0,0,0
2026-04-29,R0027,Dharwad,A,cotton,328255,77,13,35.9,64.0,0,0
2026-04-30,R0027,Dharwad,A,cotton,328255,77,14,3.9,64.1,0,0
2026-05-01,R0027,Dharwad,A,cotton,328255,77,15,0.0,65.7,0,0
2026-05-02,R0027,Dharwad,A,cotton,328255,77,16,0.0,65.6,0,1
2026-05-03,R0027,Dharwad,A,cotton,328255,77,17,0.0,65.9,0,1
2026-05-04,R0027,Dharwad,A,cotton,328255,77,18,0.0,66.5,0,1
2026-05-05,R0027,Dharwad,A,cotton,328255,77,19,0.0,67.1,0,1
2026-05-06,R0027,Dharwad,A,cotton,328255,77,20,0.0,66.2,0,1
2026-05-07,R0027,Dharwad,A,cotton,328255,77,21,14.1,65.8,0,1
2026-05-08,R0027,Dharwad,A,cotton,328255,77,22,14.1,66.7,0,1
2026-05-09,R0027,Dharwad,A,cotton,328255,77,0,14.1,68.4,0,0
2026-05-10,R0027,Dharwad,A,cotton,328255,77,1,14.1,68.9,0,0
2026-05-11,R0027,Dharwad,A,cotton,328255,77,2,15.2,69.7,0,0
2026-05-12,R0027,Dharwad,A,cotton,328255,77,3,15.2,69.0,0,0
2026-05-13,R0027,Dharwad,A,cotton,328255,77,4,17.5,68.7,0,0
2026-05-14,R0027,Dharwad,A,cotton,328255,77,5,7.8,70.4,0,0
2026-05-15,R0027,Dharwad,A,cotton,328255,77,6,25.8,69.9,0,0
